"store_type","product_category","country","years","months","actual_value","pct_overstock","prev_overstock","change_overstock","pct_slow_movers","prev_slow_movers","change_slow_movers","classification","ranking"
"Online","Cameras and camcorders ","Germany","Year 2007","January","3669.60","20.00","","","20.00","","","WATCHLIST","3"
"Online","Music, Movies and Audio Books","Germany","Year 2007","July","9986.31","77.00","60.00","17.00","7.00","10.00","-3.00","WATCHLIST","2"
"Online","Audio","Germany","Year 2007","July","31209.20","65.00","80.00","-15.00","8.00","5.00","3.00","WATCHLIST","3"
"Online","Cameras and camcorders ","Germany","Year 2007","June","27371.95","68.00","57.00","11.00","6.00","0.00","6.00","WATCHLIST","2"
"Online","Music, Movies and Audio Books","Germany","Year 2007","June","13862.06","60.00","72.00","-12.00","10.00","20.00","-10.00","WATCHLIST","3"
"Online","Audio","Germany","Year 2007","March","44209.58","91.00","86.00","5.00","2.00","8.00","-6.00","WATCHLIST","2"
"Online","Audio","Germany","Year 2007","May","26367.32","80.00","92.00","-12.00","2.00","20.00","-18.00","WATCHLIST","1"
"Online","Music, Movies and Audio Books","Germany","Year 2007","May","5855.58","72.00","96.00","-24.00","20.00","0.00","20.00","WATCHLIST","2"
"Online","Cameras and camcorders ","Germany","Year 2007","May","36148.45","57.00","87.00","-30.00","0.00","0.00","0.00","WATCHLIST","3"
"Online","Audio","Germany","Year 2007","November","26286.80","57.00","46.00","11.00","0.00","6.00","-6.00","WATCHLIST","1"
"Online","Cameras and camcorders ","Germany","Year 2007","November","24785.00","44.00","64.00","-20.00","16.00","0.00","16.00","WATCHLIST","2"
"Online","Music, Movies and Audio Books","Germany","Year 2007","November","9144.03","40.00","45.00","-5.00","9.00","2.00","7.00","WATCHLIST","3"
"Online","Cameras and camcorders ","Germany","Year 2007","October","18777.25","64.00","75.00","-11.00","0.00","0.00","0.00","WATCHLIST","1"
"Online","Audio","Germany","Year 2007","October","19787.14","46.00","52.00","-6.00","6.00","5.00","1.00","WATCHLIST","2"
"Online","Music, Movies and Audio Books","Germany","Year 2007","October","11862.26","45.00","40.00","5.00","2.00","26.00","-24.00","WATCHLIST","3"
"Online","Audio","Germany","Year 2007","September","23219.24","52.00","45.00","7.00","5.00","16.00","-11.00","WATCHLIST","2"
"Online","Music, Movies and Audio Books","Germany","Year 2007","September","10414.52","40.00","59.00","-19.00","26.00","2.00","24.00","WATCHLIST","3"
"Online","Cameras and camcorders ","Germany","Year 2008","April","37281.99","84.00","92.00","-8.00","0.00","0.00","0.00","WATCHLIST","1"
"Online","Music, Movies and Audio Books","Germany","Year 2008","August","64007.09","92.00","85.00","7.00","0.00","0.00","0.00","WATCHLIST","1"
"Online","Audio","Germany","Year 2008","August","88099.56","92.00","78.00","14.00","0.00","0.00","0.00","WATCHLIST","2"
"Online","Cameras and camcorders ","Germany","Year 2008","August","59857.73","92.00","86.00","6.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Audio","Germany","Year 2008","December","8371.36","93.00","100.00","-7.00","0.00","0.00","0.00","WATCHLIST","1"
"Online","Audio","Germany","Year 2008","December","74369.30","85.00","89.00","-4.00","0.00","2.00","-2.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","Germany","Year 2008","December","14558.69","65.00","50.00","15.00","0.00","0.00","0.00","WATCHLIST","5"
"Online","Audio","Germany","Year 2008","February","55942.02","93.00","81.00","12.00","2.00","0.00","2.00","WATCHLIST","1"
"Online","Music, Movies and Audio Books","Germany","Year 2008","February","16299.36","83.00","77.00","6.00","0.00","0.00","0.00","WATCHLIST","2"
"Online","Cameras and camcorders ","Germany","Year 2008","January","22950.39","86.00","59.00","27.00","0.00","4.00","-4.00","WATCHLIST","1"
"Online","Audio","Germany","Year 2008","January","23434.62","81.00","46.00","35.00","0.00","7.00","-7.00","WATCHLIST","2"
"Online","Cameras and camcorders ","Germany","Year 2008","July","61328.66","86.00","85.00","1.00","0.00","0.00","0.00","WATCHLIST","1"
"Online","Music, Movies and Audio Books","Germany","Year 2008","July","40346.30","85.00","88.00","-3.00","0.00","2.00","-2.00","WATCHLIST","2"
"Online","Audio","Germany","Year 2008","July","61168.72","78.00","83.00","-5.00","0.00","1.00","-1.00","WATCHLIST","3"
"Online","Music, Movies and Audio Books","Germany","Year 2008","June","30340.11","88.00","92.00","-4.00","2.00","0.00","2.00","WATCHLIST","1"
"Online","Cameras and camcorders ","Germany","Year 2008","June","45018.97","85.00","82.00","3.00","0.00","0.00","0.00","WATCHLIST","2"
"Online","Audio","Germany","Year 2008","June","87303.61","83.00","86.00","-3.00","1.00","0.00","1.00","WATCHLIST","3"
"Online","Cameras and camcorders ","Germany","Year 2008","March","52847.76","92.00","78.00","14.00","0.00","5.00","-5.00","WATCHLIST","1"
"Online","Music, Movies and Audio Books","Germany","Year 2008","March","25866.72","88.00","83.00","5.00","0.00","0.00","0.00","WATCHLIST","2"
"Online","Audio","Germany","Year 2008","March","54182.74","80.00","93.00","-13.00","2.00","2.00","0.00","WATCHLIST","3"
"Online","Music, Movies and Audio Books","Germany","Year 2008","May","26637.04","92.00","77.00","15.00","0.00","2.00","-2.00","WATCHLIST","1"
"Online","Audio","Germany","Year 2008","May","53870.76","86.00","75.00","11.00","0.00","0.00","0.00","WATCHLIST","2"
"Online","Cameras and camcorders ","Germany","Year 2008","May","57937.08","82.00","84.00","-2.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Audio","Germany","Year 2008","November","6917.46","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","1"
"Online","Audio","Germany","Year 2008","November","89055.81","89.00","86.00","3.00","2.00","0.00","2.00","WATCHLIST","2"
"Online","Cameras and camcorders ","Germany","Year 2008","November","61765.92","87.00","88.00","-1.00","0.00","0.00","0.00","WATCHLIST","3"
"Online","Music, Movies and Audio Books","Germany","Year 2008","November","64936.01","85.00","88.00","-3.00","0.00","0.00","0.00","WATCHLIST","4"
"Store","Cameras and camcorders ","Germany","Year 2008","November","4458.48","50.00","","","0.00","","","WATCHLIST","5"
"Store","Audio","Germany","Year 2008","October","657.28","100.00","","","0.00","","","WATCHLIST","1"
"Online","Music, Movies and Audio Books","Germany","Year 2008","October","59476.13","88.00","92.00","-4.00","0.00","1.00","-1.00","WATCHLIST","2"
"Online","Cameras and camcorders ","Germany","Year 2008","October","48413.45","88.00","85.00","3.00","0.00","0.00","0.00","WATCHLIST","3"
"Online","Audio","Germany","Year 2008","October","66588.64","86.00","85.00","1.00","0.00","0.00","0.00","WATCHLIST","4"
"Store","Music, Movies and Audio Books","Germany","Year 2008","October","446.68","0.00","","","0.00","","","WATCHLIST","5"
"Online","Music, Movies and Audio Books","Germany","Year 2008","September","46313.64","92.00","92.00","0.00","1.00","0.00","1.00","WATCHLIST","1"
"Online","Audio","Germany","Year 2008","September","68919.72","85.00","92.00","-7.00","0.00","0.00","0.00","WATCHLIST","2"
"Online","Cameras and camcorders ","Germany","Year 2008","September","45989.38","85.00","92.00","-7.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Audio","Germany","Year 2009","April","396.0","100.00","0.00","100.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Germany","Year 2009","April","8342.31","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","2"
"Online","Cameras and camcorders ","Germany","Year 2009","April","35510.84","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","3"
"Online","Audio","Germany","Year 2009","April","69371.81","97.00","97.00","0.00","0.00","7.00","-7.00","WATCHLIST","4"
"Online","Music, Movies and Audio Books","Germany","Year 2009","April","59831.56","95.00","97.00","-2.00","0.00","0.00","0.00","WATCHLIST","5"
"Store","Cameras and camcorders ","Germany","Year 2009","August","3340.26","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","1"
"Online","Cameras and camcorders ","Germany","Year 2009","August","80622.66","92.00","83.00","9.00","0.00","0.00","0.00","WATCHLIST","2"
"Online","Audio","Germany","Year 2009","August","118861.68","89.00","85.00","4.00","1.00","0.00","1.00","WATCHLIST","3"
"Online","Music, Movies and Audio Books","Germany","Year 2009","August","86989.04","88.00","92.00","-4.00","2.00","0.00","2.00","WATCHLIST","4"
"Store","Music, Movies and Audio Books","Germany","Year 2009","August","2018.28","50.00","100.00","-50.00","0.00","0.00","0.00","WATCHLIST","5"
"Store","Music, Movies and Audio Books","Germany","Year 2009","December","5629.09","100.00","40.00","60.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","Germany","Year 2009","December","7175.32","50.00","71.00","-21.00","0.00","0.00","0.00","WATCHLIST","5"
"Online","Cameras and camcorders ","Germany","Year 2009","February","84812.22","100.00","94.00","6.00","0.00","0.00","0.00","WATCHLIST","1"
"Online","Audio","Germany","Year 2009","February","67095.45","92.00","83.00","9.00","0.00","2.00","-2.00","WATCHLIST","2"
"Online","Music, Movies and Audio Books","Germany","Year 2009","February","62810.56","90.00","91.00","-1.00","2.00","2.00","0.00","WATCHLIST","3"
"Store","Audio","Germany","Year 2009","February","5345.76","75.00","45.00","30.00","0.00","0.00","0.00","WATCHLIST","4"
"Store","Music, Movies and Audio Books","Germany","Year 2009","February","6104.76","62.00","50.00","12.00","0.00","0.00","0.00","WATCHLIST","5"
"Online","Cameras and camcorders ","Germany","Year 2009","January","77704.21","94.00","77.00","17.00","0.00","0.00","0.00","WATCHLIST","1"
"Online","Music, Movies and Audio Books","Germany","Year 2009","January","56225.48","91.00","73.00","18.00","2.00","3.00","-1.00","WATCHLIST","2"
"Online","Audio","Germany","Year 2009","January","57937.72","83.00","85.00","-2.00","2.00","0.00","2.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","Germany","Year 2009","January","7421.49","50.00","65.00","-15.00","0.00","0.00","0.00","WATCHLIST","4"
"Store","Audio","Germany","Year 2009","January","6714.74","45.00","93.00","-48.00","0.00","0.00","0.00","WATCHLIST","5"
"Store","Cameras and camcorders ","Germany","Year 2009","July","9174.00","100.00","25.00","75.00","0.00","75.00","-75.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Germany","Year 2009","July","4149.81","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","2"
"Online","Music, Movies and Audio Books","Germany","Year 2009","July","60747.66","92.00","90.00","2.00","0.00","0.00","0.00","WATCHLIST","3"
"Online","Audio","Germany","Year 2009","July","91889.51","85.00","90.00","-5.00","0.00","0.00","0.00","WATCHLIST","4"
"Online","Cameras and camcorders ","Germany","Year 2009","July","61182.67","83.00","94.00","-11.00","0.00","0.00","0.00","WATCHLIST","5"
"Store","Audio","Germany","Year 2009","June","6928.18","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Germany","Year 2009","June","6791.34","100.00","76.00","24.00","0.00","0.00","0.00","WATCHLIST","2"
"Online","Cameras and camcorders ","Germany","Year 2009","June","62586.14","94.00","100.00","-6.00","0.00","0.00","0.00","WATCHLIST","3"
"Online","Music, Movies and Audio Books","Germany","Year 2009","June","70292.64","90.00","92.00","-2.00","0.00","0.00","0.00","WATCHLIST","4"
"Online","Audio","Germany","Year 2009","June","85510.06","90.00","87.00","3.00","0.00","1.00","-1.00","WATCHLIST","5"
"Store","Music, Movies and Audio Books","Germany","Year 2009","March","3026.44","100.00","62.00","38.00","0.00","0.00","0.00","WATCHLIST","1"
"Online","Cameras and camcorders ","Germany","Year 2009","March","30100.55","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","2"
"Online","Music, Movies and Audio Books","Germany","Year 2009","March","54465.91","97.00","90.00","7.00","0.00","2.00","-2.00","WATCHLIST","3"
"Store","Audio","Germany","Year 2009","March","146.76","0.00","75.00","-75.00","0.00","0.00","0.00","WATCHLIST","5"
"Online","Cameras and camcorders ","Germany","Year 2009","May","73583.93","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","Germany","Year 2009","May","4627.05","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","2"
"Online","Music, Movies and Audio Books","Germany","Year 2009","May","63741.49","92.00","95.00","-3.00","0.00","0.00","0.00","WATCHLIST","3"
"Online","Audio","Germany","Year 2009","May","124241.49","87.00","97.00","-10.00","1.00","0.00","1.00","WATCHLIST","4"
"Online","Music, Movies and Audio Books","Germany","Year 2009","November","61800.10","93.00","90.00","3.00","2.00","1.00","1.00","WATCHLIST","1"
"Online","Cameras and camcorders ","Germany","Year 2009","November","54568.64","85.00","88.00","-3.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Audio","Germany","Year 2009","November","17143.42","71.00","69.00","2.00","0.00","0.00","0.00","WATCHLIST","4"
"Store","Music, Movies and Audio Books","Germany","Year 2009","November","4003.48","40.00","70.00","-30.00","0.00","0.00","0.00","WATCHLIST","5"
"Online","Audio","Germany","Year 2009","October","94791.87","93.00","95.00","-2.00","2.00","0.00","2.00","WATCHLIST","1"
"Online","Music, Movies and Audio Books","Germany","Year 2009","October","85592.03","90.00","92.00","-2.00","1.00","1.00","0.00","WATCHLIST","2"
"Online","Cameras and camcorders ","Germany","Year 2009","October","70662.27","88.00","94.00","-6.00","0.00","5.00","-5.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","Germany","Year 2009","October","7425.88","70.00","33.00","37.00","0.00","0.00","0.00","WATCHLIST","4"
"Store","Audio","Germany","Year 2009","October","13377.00","69.00","100.00","-31.00","0.00","0.00","0.00","WATCHLIST","5"
"Store","Cameras and camcorders ","Germany","Year 2009","September","13361.04","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","Germany","Year 2009","September","5024.76","100.00","40.00","60.00","0.00","0.00","0.00","WATCHLIST","2"
"Online","Audio","Germany","Year 2009","September","88791.34","95.00","89.00","6.00","0.00","1.00","-1.00","WATCHLIST","3"
"Online","Music, Movies and Audio Books","Germany","Year 2009","September","86662.97","92.00","88.00","4.00","1.00","2.00","-1.00","WATCHLIST","5"
"Store","Music, Movies and Audio Books","Germany ","Year 2007","April","18120.00","33.00","53.00","-20.00","20.00","18.00","2.00","WATCHLIST","3"
"Store","Audio","Germany ","Year 2007","August","50584.08","36.00","52.00","-16.00","12.00","11.00","1.00","WATCHLIST","1"
"Store","Cameras and camcorders ","Germany ","Year 2007","August","29585.85","32.00","41.00","-9.00","9.00","2.00","7.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","Germany ","Year 2007","August","18102.98","26.00","56.00","-30.00","29.00","25.00","4.00","WATCHLIST","3"
"Store","Cameras and camcorders ","Germany ","Year 2007","December","53966.80","39.00","45.00","-6.00","14.00","9.00","5.00","WATCHLIST","1"
"Store","Audio","Germany ","Year 2007","December","46923.04","16.00","15.00","1.00","19.00","23.00","-4.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","Germany ","Year 2007","December","21474.70","8.00","6.00","2.00","11.00","11.00","0.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","Germany ","Year 2007","February","2940.90","48.00","0.00","48.00","20.00","20.00","0.00","WATCHLIST","1"
"Store","Audio","Germany ","Year 2007","February","32011.18","36.00","15.00","21.00","2.00","0.00","2.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Germany ","Year 2007","February","10626.55","21.00","0.00","21.00","13.00","0.00","13.00","WATCHLIST","3"
"Store","Audio","Germany ","Year 2007","January","7169.88","15.00","","","0.00","","","WATCHLIST","1"
"Store","Cameras and camcorders ","Germany ","Year 2007","January","2599.30","0.00","","","0.00","","","WATCHLIST","2"
"Store","Music, Movies and Audio Books","Germany ","Year 2007","January","432.3","0.00","","","20.00","","","WATCHLIST","3"
"Store","Audio","Germany ","Year 2007","July","64676.28","52.00","51.00","1.00","11.00","14.00","-3.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Germany ","Year 2007","July","40954.55","41.00","42.00","-1.00","2.00","18.00","-16.00","WATCHLIST","3"
"Store","Audio","Germany ","Year 2007","June","62127.44","51.00","47.00","4.00","14.00","22.00","-8.00","WATCHLIST","2"
