"product","actual_value","pct_overstock","actual_value_overstock","solution_layer"
"Contoso Microwave 1.6CuFt M0125 Silver","5052611.88","98.00","5033492.01","Monitor"
"Proseware High-Performance Business-Class Laser Fax X200 Grey","5048771.31","99.00","5030776.08","Monitor"
"Proseware LCD22 M2000 White","5056083.77","96.00","5027371.17","Monitor"
"Proseware Ink Jet All in one M300 Grey","5049157.52","98.00","5025375.20","Monitor"
"Contoso Microwave 1.6CuFt M0125 Red","5039037.60","98.00","5014785.99","Monitor"
"Litware Home Theater System 4.1 Channel M412 Black","5051084.64","97.00","5003724.18","Monitor"
"Proseware Ink Jet All in one M300 Black","5013561.76","98.00","4996696.52","Monitor"
"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Green","5003948.88","98.00","4981860.24","Monitor"
"Adventure Works LCD22W M200 White","4998158.49","97.00","4971162.09","Monitor"
"A. Datum Full Frame Digital Camera X300 Pink","4985623.38","98.00","4966567.41","Monitor"
"Proseware LCD22W M2001 Black","4981960.65","98.00","4966437.72","Monitor"
"WWI LCD22W M2003 White","4995233.88","97.00","4966212.75","Monitor"
"Proseware LCD22W M2001 White","4983535.44","98.00","4963513.11","Monitor"
"A. Datum All in One Digital Camera M200 Orange","4956092.05","99.00","4941741.35","Monitor"
"Proseware Slim-Design Fax Machine with Answering System X180 Green","4950756.23","99.00","4938871.35","Monitor"
"Adventure Works LCD22 M200 Black","4981020.83","95.00","4938157.02","Monitor"
"Adventure Works 20"" Analog CRT TV E45 White","4974402.51","98.00","4937693.31","Monitor"
"Adventure Works Coffee Maker Super-Auto 12C X125 Silver","4954560.84","97.00","4934880.36","Monitor"
"Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 Grey","4936614.54","99.00","4922413.02","Monitor"
"Proseware Floor Lamp M0215 Silver","4923629.76","98.00","4917861.83","Monitor"
"Proseware Screen 100in M1609 White","4981313.18","97.00","4917270.97","Monitor"
"A. Datum Full Frame Digital Camera X300 Black","4928685.06","98.00","4908710.73","Monitor"
"Contoso Projector 1080p X981 White","4950432.63","95.00","4904894.28","Monitor"
"WWI Floor Lamp M215 Black","4908352.54","98.00","4903052.28","Monitor"
"Litware Floor Lamp M2015 Grey","4911626.23","98.00","4902116.94","Monitor"
"Adventure Works 37"" 1080p LCD HDTV M150W White","4938613.55","95.00","4901686.50","Monitor"
"Proseware Office Jet All-in-One Printer M500 Grey","4910479.68","99.00","4896836.96","Monitor"
"Adventure Works LCD22W M200 Black","4923468.45","97.00","4884323.67","Monitor"
"Adventure Works 37"" 1080p LCD HDTV M150W Silver","4912309.35","94.00","4878923.25","Monitor"
"Adventure Works Coffee Maker Super-Auto 12C X125 White","4861625.24","98.00","4846318.20","Monitor"
"Proseware Slim-Design Fax Machine with Answering System X180 Black","4861228.68","99.00","4846294.39","Monitor"
"Adventure Works 20"" CRT TV E15 Black","4886714.61","98.00","4845286.35","Monitor"
"Proseware Slim-Design Fax Machine with Answering System X180 Grey","4850907.60","99.00","4843244.98","Monitor"
"Proseware Slim-Design Fax Machine with Answering System X180 White","4850360.27","99.00","4842541.27","Monitor"
"Contoso Home Theater System 5.1 Channel M1520 Black","4869224.15","98.00","4840696.28","Monitor"
"WWI Floor Lamp M215 White","4869068.26","97.00","4836799.03","Monitor"
"Fabrikam Coffee Maker Super-Auto 12C X125 White","4890599.28","94.00","4835931.28","Monitor"
"Proseware Color Inkjet Fax with 5.8 GHz Cordless Handset X250 Black","4855333.50","98.00","4830405.30","Monitor"
"Proseware Laser Jet All in one X300 Grey","4838736.16","99.00","4825530.24","Monitor"
"Adventure Works 20"" CRT TV E15 Silver","4864440.42","97.00","4817205.27","Monitor"
"Proseware Color Ink jet Fax, Copier, Phone M250 White","4826578.08","99.00","4812612.16","Monitor"
"Adventure Works 20"" CRT TV E15 White","4864353.75","97.00","4806024.84","Monitor"
"Adventure Works Coffee Maker Super-Auto 12C X125 Grey","4854518.40","97.00","4805863.88","Monitor"
"Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Black","4822212.46","98.00","4804994.74","Monitor"
"A. Datum Advanced Digital Camera M300 Azure","4806752.72","99.00","4795137.60","Monitor"
"Adventure Works Coffee Maker Super-Auto 12C X125 Black","4820077.56","96.00","4789463.48","Monitor"
"WWI Screen 100in M1609 White","4846676.01","97.00","4779488.48","Monitor"
"Proseware Color Ink Jet Fax, Copier, Phone M250 Green","4791846.08","98.00","4773127.36","Monitor"
"Contoso Microwave 1.0CuFt E0110 Silver","4789426.59","98.00","4772012.31","Monitor"
"A. Datum Full Frame Digital Camera X300 Azure","4784732.13","98.00","4770114.90","Monitor"
"Proseware Screen 100in M1609 Black","4822037.67","97.00","4768217.75","Monitor"
"Contoso Rubberized Skin BlackBerry E100 Silver","5123147.16","78.00","4766764.08","Monitor"
"Adventure Works Floor Lamp M2150 Grey","4770389.89","98.00","4754489.11","Monitor"
"Adventure Works LCD22 M200 White","4798900.91","96.00","4754396.38","Monitor"
"WWI Screen 100in M1609 Black","4810766.94","97.00","4746637.36","Monitor"
"Litware Microwave 1.0CuFt E110 Blue","4754598.03","98.00","4742108.28","Monitor"
"Fabrikam Social Videographer 1"" 25mm E400 Orange","4758641.58","98.00","4718446.32","Monitor"
"Fabrikam Microwave 1.0CuFt E1100 Grey","4729761.27","98.00","4713488.91","Monitor"
"Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 White","4717213.80","98.00","4697494.36","Monitor"
"Proseware Photo Ink Jet Printer M100 White","4715143.20","98.00","4696205.12","Monitor"
"Contoso Microwave 1.0CuFt E0110 Red","4705209.99","99.00","4693648.05","Monitor"
"Litware Microwave 1.0CuFt E110 Black","4704853.14","99.00","4691292.84","Monitor"
"Fabrikam Coffee Maker Super-Auto 12C X125 Silver","4687234.32","100.00","4687234.32","Monitor"
"Proseware Photo Ink Jet Printer M100 Black","4708050.56","98.00","4686407.04","Monitor"
"Proseware Office Jet All-in-One Printer M500 Black","4700891.52","99.00","4685599.68","Monitor"
"Proseware Laser Jet All in one X300 White","4690496.08","98.00","4678378.56","Monitor"
"Fabrikam Coffee Maker Auto 5C E090 White","4733209.80","97.00","4678363.8","Monitor"
"Proseware Professional Quality Plain-Paper Fax and Copier X100 Black","4677764.85","99.00","4676323.32","Monitor"
"Adventure Works Floor Lamp M2150 Blue","4702577.74","98.00","4673893.98","Monitor"
"Adventure Works 20"" Analog CRT TV E45 Black","4751598.06","96.00","4671449.64","Monitor"
"Litware Microwave 1.0CuFt E110 White","4671737.46","99.00","4659675.93","Monitor"
"A. Datum Full Frame Digital Camera X300 Orange","4667870.82","98.00","4649656.68","Monitor"
"Fabrikam Laptop17W M7080 Black","4646366.29","100.00","4646366.29","Monitor"
"Proseware Color Ink Jet Fax, Copier, Phone M250 Black","4655184.80","99.00","4644143.68","Monitor"
"Litware Floor Lamp M2015 Blue","4656590.19","97.00","4638818.73","Monitor"
"Contoso Rubberized Skin BlackBerry E100 Black","5036188.68","77.00","4637663.36","Monitor"
"Litware Microwave 1.0CuFt E110 Red","4644045.90","99.00","4633054.92","Monitor"
"Fabrikam Social videographer 1'' 25mm E400 Black","4681830.09","96.00","4620527.73","Monitor"
"Adventure Works Coffee Maker Auto 5C E090 Grey","4670386.20","97.00","4614210.6","Monitor"
"Fabrikam Microwave 1.0CuFt E1100 Blue","4632483.96","98.00","4612500.36","Monitor"
"Proseware Laptop19W X910 White","4610660.94","100.00","4610660.94","Monitor"
"Contoso Touch Screen Phones Capacitive M908 Black","9090738.48","43.00","4609248.88","Monitor"
"Adventure Works 37"" 1080p LCD HDTV M150W Brown","4659890.20","93.00","4606270.10","Monitor"
"Contoso Microwave 1.0CuFt E0110 Black","4623348.60","98.00","4604863.77","Monitor"
"Fabrikam Microwave 1.0CuFt E1100 Silver","4616497.08","98.00","4601937.60","Monitor"
"Fabrikam Coffee Maker Auto 5C E090 Gold","4656425.40","97.00","4600582.2","Monitor"
"Contoso Coffee Maker Auto 5C E0900 Grey","4649777.40","97.00","4598837.1","Monitor"
"Fabrikam Social Videographer 1'' 25mm E400 Grey","4652371.92","97.00","4597952.31","Monitor"
"The Phone Company Sharp Touch Screen Phones M910 Gold","9325493.82","42.00","4594159.80","Monitor"
"Adventure Works Floor Lamp M2150 Silver","4622606.17","97.00","4589089.82","Monitor"
"Fabrikam Social Videographer 1"" 25mm E400 Blue","4634730.90","97.00","4581438.30","Monitor"
"Proseware Floor Lamp M0215 White","4591428.17","97.00","4574903.83","Monitor"
"Litware Home Theater System 4.1 Channel M413 Brown","4603537.98","96.00","4569454.53","Monitor"
"WWI Floor Lamp M215 Blue","4592675.29","98.00","4568200.56","Monitor"
"Fabrikam Coffee Maker Super-Auto 12C X125 Black","4587738.56","97.00","4553297.72","Monitor"
"Fabrikam Coffee Maker Super-Auto 12C X125 Grey","4570244.80","95.00","4549470.96","Monitor"
"Litware Microwave 1.0CuFt E110 Silver","4567680.00","98.00","4548981.06","Monitor"
"Fabrikam Microwave 1.0CuFt E1100 Red","4570677.54","98.00","4540916.25","Monitor"
"Fabrikam Social Videographer 1'' 25mm E400 White","4593802.95","96.00","4529966.85","Monitor"
"The Phone Company PDA Phone 3.5 inches M320 White","9426450.00","42.00","4528287.5","Monitor"
"The Phone Company PDA Phone 3.7 inches M340 Black","10160028.48","38.00","4527911.36","Monitor"
"Fabrikam Microwave 1.0CuFt E1100 White","4549195.17","98.00","4522431.42","Monitor"
"Litware Floor Lamp M2015 Black","4547934.86","97.00","4520965.89","Monitor"
"The Phone Company Touch Screen Phones Capacitive M908 Black","9145694.80","43.00","4519024.20","Monitor"
"Proseware Laser Jet All in one X300 Black","4528542.16","99.00","4518238.64","Monitor"
"Contoso Coffee Maker Auto 5C E0900 White","4566428.10","97.00","4517482.2","Monitor"
"Adventure Works Laptop19 X1900 Black","4516407.72","100.00","4516407.72","Monitor"
"Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 White","4544108.70","98.00","4513288.38","Monitor"
"Fabrikam Microwave 1.0CuFt E1100 Black","4528854.72","98.00","4510369.89","Monitor"
"Litware Floor Lamp M2015 Silver","4543258.16","96.00","4508962.36","Monitor"
"Proseware Photo Inkjet Printer M100 Grey","4534609.92","98.00","4507848.00","Monitor"
"Contoso Microwave 1.0CuFt E0110 Grey","4516507.71","99.00","4503732.48","Monitor"
"Fabrikam Social Videographer 1/2'' 3mm E300 White","4546393.50","97.00","4499929.50","Monitor"
"Adventure Works Coffee Maker Auto 5C E090 Silver","4543575.60","97.00","4499034.0","Monitor"
"The Phone Company Smart phones Expert M400 White","9320301.68","41.00","4497496.00","Monitor"
"Litware Floor Lamp M2015 White","4533748.87","97.00","4493373.36","Monitor"
"Proseware Professional Quality Plain-Paper Fax and Copier X100 White","4511533.68","98.00","4493021.40","Monitor"
"Fabrikam Social Videographer 1/3"" 8.5mm E200 Blue","4547929.35","97.00","4492256.85","Monitor"
"Proseware Screen 100in M1609 Silver","4542977.89","97.00","4478673.57","Monitor"
"Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Grey","4503096.00","98.00","4477048.68","Monitor"
"Proseware Floor Lamp M0215 Black","4491658.57","98.00","4469678.08","Monitor"
"Proseware Color Ink Jet Fax, Copier, Phone M250 Grey","4478600.00","98.00","4467778.24","Monitor"
"The Phone Company Touch Screen Phones Capacitive M908 Gold","9252349.72","42.00","4454011.44","Monitor"
"Fabrikam Coffee Maker Auto 5C E090 Black","4494297.30","97.00","4443855.6","Monitor"
"Contoso Coffee Maker Auto 5C E0900 Silver","4488978.90","97.00","4443772.5","Monitor"
"Adventure Works Coffee Maker 5C E090 White","4508301.96","96.00","4441609.08","Monitor"
"A. Datum Full Frame Digital Camera X300 Grey","4462540.83","98.00","4438893.06","Monitor"
"The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Gold","9432965.55","41.00","4429319.55","Monitor"
"Fabrikam Social Videographer 1/3'' 8.5mm E200 Black","4461977.16","98.00","4426226.16","Monitor"
"The Phone Company Pen Touch Screen Phones M320 Gold","9169566.88","41.00","4416883.20","Monitor"
"The Phone Company Smart phones Expert M400 Pink","8990715.24","42.00","4412788.56","Monitor"
"Proseware Professional Quality Plain-Paper Fax and Copier X100 Grey","4423752.09","99.00","4407591.78","Monitor"
"Proseware Laptop19 X910 Black","4410534.24","99.00","4405369.68","Monitor"
"Contoso Microwave 1.0CuFt E0110 White","4428651.24","98.00","4404385.44","Monitor"
"Fabrikam Social Videographer 1/2"" 3mm E300 Blue","4468530.00","96.00","4403190.00","Monitor"
"Adventure Works Coffee Maker Auto 5C E090 White","4441030.20","97.00","4391585.7","Monitor"
"Contoso 8GB Clock & Radio MP3 Player X850 Blue","6258708.20","65.00","4385358.76","Monitor"
"Proseware Floor Lamp M0215 Grey","4407322.08","97.00","4384718.03","Monitor"
"WWI LCD19W M100 White","4395888.00","98.00","4373414.64","Monitor"
"The Phone Company Smart phones Unlocked International M800 Gold","9180864.00","41.00","4372315.20","Monitor"
"Fabrikam Social Videographer 1/2'' 3mm E300 Grey","4417223.22","97.00","4357507.59","Monitor"
"The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Grey","9347880.15","41.00","4357114.05","Monitor"
"Fabrikam Social Videographer 1/2"" 3mm E300 Orange","4428837.00","96.00","4355514.18","Monitor"
"Fabrikam Coffee Maker Auto 5C E090 Silver","4398483.00","97.00","4345963.8","Monitor"
"Contoso 8GB Clock & Radio MP3 Player X850 Black","6454014.00","61.00","4334202.52","Monitor"
"Adventure Works Floor Lamp M2150 White","4349331.00","97.00","4321582.58","Monitor"
"Proseware High Speed Laser M2000 White","4336504.25","98.00","4321269.25","Monitor"
"Fabrikam Social Videographer 2/3'' 17mm E100 Grey","4359998.07","97.00","4321170.75","Monitor"
"Litware Microwave 1.0CuFt E110 Grey","4336227.09","99.00","4319883.36","Monitor"
"Proseware High Speed Laser M2000 Black","4332141.50","98.00","4317114.25","Monitor"
"WWI Floor Lamp M215 Silver","4345121.97","97.00","4316282.32","Monitor"
"WWI Floor Lamp M215 Grey","4334677.34","98.00","4310826.17","Monitor"
"The Phone Company Touch Screen Phones Capacitive M908 Grey","9186770.40","40.00","4309397.00","Monitor"
"Fabrikam Social Videographer 1/3'' 8.5mm E200 Grey","4346648.64","97.00","4306186.92","Monitor"
"Contoso Bluetooth Active Headphones L15 Red","4756263.17","75.00","4305621.76","Monitor"
"Adventure Works Coffee Maker Auto 5C E090 Black","4329676.20","98.00","4291034.7","Monitor"
"The Phone Company Touch Screen Phones SAW/On-wall M806 Gold","8699083.88","43.00","4288235.24","Monitor"
"Adventure Works 15.6"" LCD TV M130W White","4297614.00","98.00","4287825.84","Monitor"
"Proseware High Speed Laser Fax M2000 Grey","4305826.50","98.00","4285120.75","Monitor"
"Adventure Works LCD19W M100 Black","4294387.44","98.00","4270843.92","Monitor"
"Adventure Works 15.6"" LCD TV M130W Silver","4275743.58","98.00","4268402.46","Monitor"
"The Phone Company Smart phones Expert M400 Black","8967813.88","41.00","4256341.92","Monitor"
"The Phone Company Smart phones Unlocked International M800 Black","9014068.80","41.00","4250568.96","Monitor"
"Adventure Works Floor Lamp M2150 Black","4289936.91","97.00","4249405.51","Monitor"
"The Phone Company PDA Wifi 3.7-inch M250 Black","9138096.00","40.00","4248145.44","Monitor"
"Fabrikam Coffee Maker Auto 5C E090 Grey","4317460.50","96.00","4245329.7","Monitor"
"Adventure Works LCD19W M100 White","4254626.88","98.00","4238162.88","Monitor"
"Contoso 8GB Clock & Radio MP3 Player X850 Green","6054380.66","65.00","4235855.64","Monitor"
"Fabrikam Social Videographer 1/2'' 3mm E300 Black","4286871.54","97.00","4233916.17","Monitor"
"Fabrikam Coffee Maker 5C E090 White","4281029.64","97.00","4231579.68","Monitor"
"The Phone Company PDA Phone 3.7 inches M340 Silver","9191040.88","40.00","4230613.52","Monitor"
"A. Datum Rangefinder Digital Camera X200 Orange","4246007.06","98.00","4228514.42","Monitor"
"Proseware LCD19W M100 White","4240797.12","98.00","4223016.00","Monitor"
"A. Datum Rangefinder Digital Camera X200 Pink","4226924.18","99.00","4219768.10","Monitor"
"The Phone Company Sharp Touch Screen Phones M910 Grey","8775274.32","41.00","4217657.40","Monitor"
"A. Datum Ultra Compact Digital Camera M190 Pink","4263621.32","97.00","4215285.76","Monitor"
"Contoso Touch Screen Phones Infrared M901 Black","8600564.36","42.00","4208193.88","Monitor"
"Contoso Bluetooth Active Headphones L15 Black","4535098.72","76.00","4207551.37","Monitor"
"Contoso Coffee Maker Auto 5C E0900 Black","4251977.70","97.00","4197131.7","Monitor"
"Fabrikam Social Videographer 1/3"" 8.5mm E200 Orange","4251256.56","97.00","4192624.92","Monitor"
"Proseware LCD19W M100 Black","4209268.56","98.00","4184243.28","Monitor"
"The Phone Company Touch Screen Phones Infrared M901 Grey","8854410.76","40.00","4181843.52","Monitor"
"Proseware All-In-One Photo Printer M200 White","4194495.26","98.00","4179798.36","Monitor"
"Adventure Works Coffee Maker 5C E090 Silver","4249810.08","96.00","4178787.48","Monitor"
"Contoso 8GB Clock & Radio MP3 Player X850 Silver","6017897.14","63.00","4173199.16","Monitor"
"Fabrikam Social Videographer 1/3'' 8.5mm E200 White","4223915.40","96.00","4169698.95","Monitor"
"The Phone Company Touch Screen Phones SAW/On-wall M806 Black","8934339.92","40.00","4165352.36","Monitor"
"The Phone Company Touch Screen Phones Infrared M901 Black","8829164.08","40.00","4164598.52","Monitor"
"The Phone Company Sharp Touch Screen Phones M910 Black","8835071.76","40.00","4161735.72","Monitor"
"The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Gold","8644347.60","42.00","4149138.0","Monitor"
"The Phone Company Smart phones Expert M400 Grey","8796053.68","41.00","4146525.76","Monitor"
"Adventure Works Coffee Maker 5C E090 Grey","4195802.52","97.00","4146276.60","Monitor"
"Contoso Coffee Maker 5C E0900 Black","4188738.24","97.00","4134730.68","Monitor"
